image_url,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
https://inaturalist-open-data.s3.amazonaws.com/photos/113927/medium.jpg,"Crow, Texas, United States",32.59823,-95.331409,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/117945/medium.jpg,"Crow, Texas, United States",32.59825,-95.3315,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/247029/medium.JPG,"Beaver Creek State Park, Lisbon, OH, USA",40.7520388,-80.6812388,721,,,,721,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/980949/medium.jpg,"Logan County, US-AR, US",35.2885914,-93.3995971,3414,,,,3414,,,false,gps,gps,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/1517050/medium.JPG,"Xocotitla, Paso de Ovejas; Veracruz, México.",19.1850413889,-96.5360830556,,,,,,,,false,,,Volvariella bombycina flaviceps,Volvariella bombycina flaviceps,,Fungi,128071
https://inaturalist-open-data.s3.amazonaws.com/photos/1618619/medium.jpg,"Town of Chester, Warren County, NY",43.616824,-73.868909,96,,,,96,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/1919704/medium.jpg,"Gregg, Texas, United States",32.4940166667,-94.7577033333,50,,,,50,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/2023437/medium.JPG,"",32.61715,-97.061583,4,,,,4,,,false,,,Volvariella bombycina,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/2358823/medium.JPG,"Aguamilpa, Bolaños, Jalisco",21.862385,-103.815297,,,,,,,,false,,,Volvariella bombycina flaviceps,Volvariella bombycina flaviceps,,Fungi,128071
https://inaturalist-open-data.s3.amazonaws.com/photos/2425779/medium.JPG,River Legacy Park,32.793072,-97.117558,27,,,,27,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/2443952/medium.jpg,Lewisville Lake Environmental Learning Area,33.065798,-96.963064,12,,,,12,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/2531891/medium.jpg,"Minca, Colombia",11.142812,-74.116677,474,,,,474,,,false,,,Volvariella bombycina flaviceps,Volvariella bombycina flaviceps,,Fungi,128071
https://inaturalist-open-data.s3.amazonaws.com/photos/2622305/medium.JPG,"Xocotitla, Veracruz, México.",19.1814513889,-96.5448330556,,,,,,,,false,,,Volvariella bombycina flaviceps,Volvariella bombycina flaviceps,,Fungi,128071
https://inaturalist-open-data.s3.amazonaws.com/photos/2672000/medium.JPG,Parque Nacional El Veladero Acapulco Guerrero,16.914118,-99.886236,1018,,,,1018,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/3307822/medium.JPG,"San Miguel Reyes, Putla Villa de Guerrero",16.921396,-97.893251,606,,,,606,,,false,,,Hongo de seda de laminillas rosas,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/3329252/medium.JPG,"Xocotitla, Veracruz, México.",19.1835313889,-96.5363347222,,,,,,,,false,,,Volvariella bombycina flaviceps,Volvariella bombycina flaviceps,,Fungi,128071
https://inaturalist-open-data.s3.amazonaws.com/photos/3704285/medium.jpg,"Jones St, Lewisville, TX, US",33.064116952,-96.9810405561,30,,,,30,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/3937992/medium.JPG,Sam Houston NF,30.534376,-95.627081,114,,,,114,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/4027177/medium.jpeg,Paso de Ovejas Ver.,19.1831403351,-96.5401988849,86,,,,86,,,false,gps,gps,Volvariella bombycina flaviceps,Volvariella bombycina flaviceps,,Fungi,128071
https://static.inaturalist.org/photos/4111975/medium.JPG,"Freestone, Texas, United States",31.7698040009,-96.0696716309,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/4133837/medium.,"Central Park, New York, New York Co., New York, USA",40.78255,-73.96545,2433,,,,2433,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/4158898/medium.,"Royalston, Massachusetts, USA",42.6739,-72.1914,8174,,,,8174,,,false,,,Volvariella bombycina,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/4159898/medium.,"Dawes Arboretum, Newark, Ohio, USA",39.9799,-82.41415,1086,,,,1086,,,false,,,Volvariella bombycina,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/4162201/medium.jpeg,Paso de Ovejas Ver.,19.1813698835,-96.5445219353,172,,,,172,,,false,gps,gps,Volvariella bombycina flaviceps,Volvariella bombycina flaviceps,,Fungi,128071
https://static.inaturalist.org/photos/4285256/medium.jpeg,"Alamos, MX-SO, MX",27.1144,-108.7244,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/4353648/medium.jpg,"Garland, TX, USA",32.8664523981,-96.570378502,22,,,,22,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/4361173/medium.jpeg,"Rozewska 22, Jastrzębia Góra, Pomorskie, PL",54.8334673327,18.3097693417,5,,,,5,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/4435670/medium.jpeg,"Parc de la Gatineau, Quebec",45.482716,-75.849016,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/4445519/medium.jpg,"District de Deschenes, Gatineau, QC, Canada",45.482477812,-75.8508659857,52,,,,52,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/4455205/medium.jpeg,Paso de Ovejas Ver.,19.181278368,-96.5445796028,86,,,,86,,,false,gps,gps,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/4455226/medium.jpeg,Paso de Ovejas Ver.,19.1831577514,-96.5401180834,344,,,,344,,,false,gps,gps,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/4542945/medium.jpg,"Snedeker Rd, Gibson, PA, US",41.7567866667,-75.6296083333,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/4595005/medium.jpg,"Huntley Meadows Park, Alexandria, VA, US",38.7503179315,-77.1013045011,360,,,,360,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/4679803/medium.jpeg,"County Line Road Neshkoro, WI 54960",43.9124984741,-89.1530532837,,,,,,,,false,gps,gps,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/4837133/medium.jpeg,"North Arlington Arlington, TX",32.78498789,-97.1156414,8,,,,8,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/4841047/medium.jpg,"River Legacy Parks, Arlington, TX, US",32.78462,-97.1157388333,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/4938466/medium.jpg,"Raasepori, Suomi",59.9599886056,23.426027298,61,,,,61,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/5430858/medium.jpeg,"Nacogdoches County, US-TX, US",31.6183770772,-94.657087996,344,,,,344,,,false,gps,gps,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/5492595/medium.jpg,Berry Springs Park and Preserve,30.691508,-97.651559,57,,,,57,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/6146636/medium.jpeg,Monterrey N.L.,25.5439014435,-100.2712249756,,,,,,,,false,gps,gps,Hongo de seda de laminillas rosas,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/6146777/medium.jpeg,Monterrey N.L.,25.5438861847,-100.2711181641,,,,,,,,false,gps,gps,Hongo de seda de laminillas rosas,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/7551914/medium.jpg,"Victoria County, US-TX, US",28.695904,-96.945824,14,,,,14,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/8069584/medium.jpg,"Tarrant, Texas, United States",32.8496066667,-97.4886216667,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/8224522/medium.jpeg,"White Rock Lake Trail Dallas, TX 75218",32.8142123,-96.7251491,899,,,,899,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/8299589/medium.jpeg,"111 Hull Street Richmond, VA 23224",37.5282654,-77.4373877,1399,,,,1399,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/8967381/medium.jpeg,"Slate's Restaurant and Bakery, Hallowell, Maine, USA",44.2849,-69.7907,27,,,,27,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/9094332/medium.jpg,"301 Terrace Ave, Mount Vernon, OH, US",40.3868291608,-82.5004331831,17,,,,17,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/9129501/medium.jpeg,"Tallassee Highlands, Clarke Co., Georgia, USA",33.991,-83.4954,914,,,,914,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/9261430/medium.jpg,"Bybee Lake, Portland, OR, US",45.616952101,-122.7326266538,78,,,,78,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/9419207/medium.jpg,"Nyberg Ave S, Hastings, MN 55033, USA",44.804133,-92.82032,183,,,,183,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/9620109/medium.jpeg,,,,9,,,,30732,private,,true,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/9706857/medium.jpg,"353–399 State Park Road 65, Livingston, TX, US",30.6599506058,-95.005790429,24,,,,24,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/9897708/medium.jpeg,"280 W Hidden Creek Pkwy, Burleson, TX 76028, USA",32.5286124675,-97.32213959,344,,,,344,,,false,gps,gps,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/9938647/medium.jpeg,"Tuxtla Gutiérrez, Chis., México",16.8417345364,-93.1349658966,122,,,,122,,,false,,,Volvariella bombycina flaviceps,Volvariella bombycina flaviceps,,Fungi,128071
https://inaturalist-open-data.s3.amazonaws.com/photos/9983194/medium.jpg,"Yajalón, Chis., México",17.1689483333,-92.3402716667,,,,,,,,false,,,Volvariella bombycina,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/10003651/medium.jpg,"Sweetwater Creek State Park, Lithia Springs, GA, US",33.754445,-84.6276083333,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/10096988/medium.jpeg,"1190 Miller Rd, Garland, TX 75041, USA",32.88992608,-96.59118211,17,,,,17,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/10188061/medium.jpeg,"2818 Turnberry Dr, Arlington, TX 76006, USA",32.7871116104,-97.091823332,1032,,,,1032,,,false,gps,gps,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://static.inaturalist.org/photos/10384875/medium.jpg,,,,,,,,27646,private,,true,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/10524413/medium.jpg,"Rockwood Park, Fort Worth, TX, US",32.7694633333,-97.37023,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/10632062/medium.jpeg,"6 Brainerd Dr, Cranbury, NJ 08512, USA",40.3078536987,-74.5149841309,,,,,,,,false,,,Silky Rosegill,Volvariella bombycina,,Fungi,128074
https://inaturalist-open-data.s3.amazonaws.com/photos/10782283/medium.jpeg,"130-140 Ox Bottom Rd, Tallahassee, FL 32312, USA",30.548538208,-84.2751159668,,,,,,,,false,gps,gps,Silky Rosegill,Volvariella bombycina,,Fungi,128074
