image_path,mushroom_id,mushroom_name,category,is_poisonous,text_description
Dataset/Edible/01_Volvariella_volvacea/Images/1.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/74.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/73.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/72.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/71.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/70.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/7.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/69.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/68.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/67.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/66.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/65.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/64.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/63.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/62.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/61.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/60.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/6.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/59.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/58.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/57.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
Dataset/Edible/01_Volvariella_volvacea/Images/56.jpg,1,01_Volvariella_volvacea,edible,False,"Volvariella bombycina, Straw mushroom. Edible mushroom. Benefits: antioxidant, anti-cancer. 5-20cm white bell-shaped, white free gills, stem: white, volva, Brownish pink spores. Habitat: Hardwood, late spring to fall."
